idx,Action
9843,Doing other things
61502,Stop Sign
70536,Turning Hand Clockwise
140601,Doing other things
51111,Doing other things
23862,Doing other things
88046,Swiping Right
31835,Doing other things
131654,Doing other things
113402,Stop Sign
104896,Doing other things
118211,Doing other things
112579,Sliding Two Fingers Down
121409,Sliding Two Fingers Up
95664,Turning Hand Clockwise
119506,Sliding Two Fingers Down
23364,Doing other things
133669,No gesture
93164,Turning Hand Clockwise
146303,Sliding Two Fingers Up
51953,Swiping Right
42742,Doing other things
126465,Swiping Right
103963,Sliding Two Fingers Up
120511,Doing other things
40373,Stop Sign
39449,Doing other things
134904,Doing other things
81897,Doing other things
8132,No gesture
10294,Thumb Up
122279,Stop Sign
101311,Thumb Up
144705,Doing other things
40273,Thumb Up
53989,Stop Sign
59483,Sliding Two Fingers Up
146359,Swiping Right
63361,Sliding Two Fingers Up
113423,Doing other things
45269,Turning Hand Clockwise
17999,No gesture
12705,Turning Hand Clockwise
93661,Turning Hand Clockwise
144921,Doing other things
118346,Turning Hand Clockwise
122113,Swiping Right
95485,Sliding Two Fingers Down
536,Doing other things
71069,Sliding Two Fingers Down
139978,Turning Hand Clockwise
106561,Doing other things
128379,Swiping Right
49308,Stop Sign
86572,Doing other things
80329,No gesture
34591,Sliding Two Fingers Down
2022,Swiping Left
109807,Swiping Left
83759,Stop Sign
77667,Sliding Two Fingers Up
85830,Swiping Left
28494,Swiping Right
101502,Stop Sign
92116,Swiping Right
71605,Thumb Up
142040,Stop Sign
58389,Sliding Two Fingers Down
88080,Swiping Right
22996,Swiping Right
5811,No gesture
51181,Swiping Right
75795,No gesture
143050,No gesture
125336,Sliding Two Fingers Up
118388,Doing other things
12209,Turning Hand Clockwise
73241,Swiping Left
28020,Swiping Right
12733,Swiping Left
105902,Swiping Right
15738,Turning Hand Clockwise
25907,Doing other things
4483,Swiping Left
130640,Stop Sign
73952,Doing other things
148029,Stop Sign
60177,Doing other things
14029,No gesture
78156,Sliding Two Fingers Down
8574,Doing other things
53049,Doing other things
15644,Swiping Left
55664,Sliding Two Fingers Up
34523,Sliding Two Fingers Up
138404,Sliding Two Fingers Down
27290,Swiping Left
95886,No gesture
12135,Swiping Left
137398,Sliding Two Fingers Down
2989,Swiping Right
133010,Sliding Two Fingers Down
137321,Doing other things
42863,Doing other things
39390,Sliding Two Fingers Down
15560,Sliding Two Fingers Up
112428,Doing other things
99723,No gesture
49016,Stop Sign
13625,Swiping Right
10753,Stop Sign
53231,Thumb Up
56953,Swiping Left
123083,Stop Sign
5967,Doing other things
127471,Sliding Two Fingers Up
44526,Swiping Right
133448,Thumb Up
93604,No gesture
92357,Stop Sign
131092,Doing other things
1290,Swiping Right
2954,Doing other things
126072,Swiping Right
15130,Thumb Up
53086,Swiping Right
96153,Doing other things
43509,Swiping Right
1254,Doing other things
26360,Swiping Right
104770,No gesture
141719,Swiping Left
123064,Doing other things
3284,Doing other things
99129,Turning Hand Clockwise
127980,Doing other things
60359,Swiping Right
35018,Sliding Two Fingers Up
9071,Sliding Two Fingers Up
123616,Thumb Up
121516,Turning Hand Clockwise
3821,Turning Hand Clockwise
83170,Sliding Two Fingers Down
105641,Swiping Left
133136,Turning Hand Clockwise
10288,Swiping Left
134737,Swiping Left
11271,Swiping Right
131230,Swiping Left
114875,Thumb Up
80281,Thumb Up
65484,Sliding Two Fingers Up
8035,Thumb Up
52416,Sliding Two Fingers Down
28529,Sliding Two Fingers Down
145450,Doing other things
147570,Turning Hand Clockwise
39164,Thumb Up
147939,Doing other things
98449,Thumb Up
133307,Doing other things
28535,Swiping Left
148042,Turning Hand Clockwise
144104,Doing other things
12487,Sliding Two Fingers Up
32211,Swiping Left
12143,Doing other things
138459,Thumb Up
20285,Thumb Up
37326,Thumb Up
52343,Sliding Two Fingers Down
140439,Sliding Two Fingers Up
86573,No gesture
18986,Sliding Two Fingers Down
63634,Doing other things
85047,Thumb Up
21704,Stop Sign
74783,Sliding Two Fingers Up
102487,Swiping Left
60094,Sliding Two Fingers Up
118398,Turning Hand Clockwise
53249,Swiping Right
27523,Stop Sign
120717,Sliding Two Fingers Up
121191,Doing other things
122544,Sliding Two Fingers Up
88694,Sliding Two Fingers Down
42350,Sliding Two Fingers Up
60279,Doing other things
56777,Doing other things
146636,Thumb Up
386,Swiping Left
62457,Swiping Left
8394,No gesture
145991,Swiping Right
3506,Swiping Right
23951,Stop Sign
44171,Stop Sign
104928,No gesture
13568,Sliding Two Fingers Up
140982,Sliding Two Fingers Up
38270,Swiping Right
112367,Thumb Up
86112,Doing other things
33484,Doing other things
60046,Doing other things
59375,Doing other things
31368,No gesture
93603,Sliding Two Fingers Down
112867,Stop Sign
111782,Thumb Up
8347,Stop Sign
122572,Sliding Two Fingers Up
17553,Sliding Two Fingers Up
22182,No gesture
48729,Doing other things
69621,Thumb Up
99343,Turning Hand Clockwise
88532,Sliding Two Fingers Down
52706,Thumb Up
105898,Sliding Two Fingers Up
16979,Doing other things
106802,Swiping Left
78274,Turning Hand Clockwise
131924,No gesture
70817,Swiping Right
143618,No gesture
102720,Stop Sign
30583,No gesture
21106,Swiping Right
102481,Thumb Up
72648,Swiping Right
121394,Swiping Right
16845,Doing other things
19047,Stop Sign
103069,No gesture
126163,No gesture
104961,No gesture
112833,Sliding Two Fingers Up
35010,Swiping Left
93361,Doing other things
8871,No gesture
128639,Sliding Two Fingers Down
109970,Doing other things
7670,Sliding Two Fingers Down
68434,Stop Sign
125002,Sliding Two Fingers Down
95699,Swiping Left
132605,Sliding Two Fingers Down
8160,Turning Hand Clockwise
15321,Stop Sign
117800,No gesture
121198,Stop Sign
8209,Doing other things
91089,No gesture
43427,Doing other things
53913,Swiping Left
119166,Stop Sign
16704,No gesture
55890,Swiping Left
55060,Swiping Left
99660,Thumb Up
138234,No gesture
2726,Swiping Left
59158,Doing other things
100381,Turning Hand Clockwise
6334,Swiping Right
77647,Turning Hand Clockwise
85872,Stop Sign
28511,Swiping Right
9005,Sliding Two Fingers Up
99746,Doing other things
71859,Stop Sign
59077,Thumb Up
77630,No gesture
47580,No gesture
123757,Doing other things
85795,Stop Sign
15890,Doing other things
88136,Sliding Two Fingers Up
43931,Doing other things
107981,Sliding Two Fingers Down
101942,Doing other things
96534,Swiping Left
90913,Sliding Two Fingers Down
126377,Swiping Left
142397,Turning Hand Clockwise
90418,Doing other things
125750,Turning Hand Clockwise
132689,Sliding Two Fingers Up
116217,Swiping Left
143271,Doing other things
135368,Thumb Up
64375,Sliding Two Fingers Up
35822,Sliding Two Fingers Up
56464,Doing other things
28569,Doing other things
60192,No gesture
27252,No gesture
20942,Turning Hand Clockwise
132791,Thumb Up
70608,Swiping Right
147632,Swiping Left
129283,Sliding Two Fingers Up
95375,No gesture
22795,Swiping Left
118510,Sliding Two Fingers Up
24363,Swiping Left
69493,Sliding Two Fingers Down
3597,Doing other things
14136,Thumb Up
67783,Swiping Right
126643,Swiping Left
42337,Sliding Two Fingers Down
34338,Doing other things
87681,No gesture
99296,Doing other things
147571,Sliding Two Fingers Down
123688,No gesture
74847,Stop Sign
17416,Thumb Up
65528,Doing other things
90741,Swiping Right
19780,Sliding Two Fingers Down
78768,Thumb Up
20158,Sliding Two Fingers Down
80022,Sliding Two Fingers Down
47124,Doing other things
77525,Turning Hand Clockwise
41762,Stop Sign
79979,Swiping Left
74865,Turning Hand Clockwise
115557,Doing other things
106203,Swiping Left
100459,Turning Hand Clockwise
75662,Thumb Up
78112,Swiping Right
69587,Swiping Left
129623,Stop Sign
122640,Doing other things
23548,Doing other things
76915,Swiping Left
109910,Swiping Left
15725,Sliding Two Fingers Down
49141,Sliding Two Fingers Down
138622,No gesture
69080,Doing other things
135278,Swiping Left
59652,Thumb Up
138100,Sliding Two Fingers Down
38028,Sliding Two Fingers Up
68022,Stop Sign
21919,Turning Hand Clockwise
103592,Swiping Left
50136,Doing other things
39145,Doing other things
84187,Swiping Left
6977,Turning Hand Clockwise
44418,No gesture
91151,Swiping Left
37772,Thumb Up
16986,Sliding Two Fingers Up
93066,No gesture
86559,Thumb Up
8093,Sliding Two Fingers Up
57537,Swiping Right
106970,No gesture
11728,Doing other things
44434,Doing other things
69446,Doing other things
51680,Swiping Right
31587,Doing other things
55223,Thumb Up
116632,Swiping Left
133242,No gesture
76875,Doing other things
67710,Swiping Left
13563,Stop Sign
135140,Doing other things
64252,Turning Hand Clockwise
130085,No gesture
44719,Doing other things
105416,Swiping Right
99861,Swiping Right
139514,Swiping Left
26881,Thumb Up
26501,Stop Sign
95088,Sliding Two Fingers Down
120658,Doing other things
6158,Swiping Right
85112,Swiping Left
40355,Doing other things
93860,Swiping Right
96795,Sliding Two Fingers Up
140072,Sliding Two Fingers Up
20793,Thumb Up
60720,Thumb Up
9109,Sliding Two Fingers Down
891,Stop Sign
51803,Doing other things
21119,Thumb Up
87032,Swiping Right
89824,Swiping Right
119165,Sliding Two Fingers Down
73543,No gesture
82322,Thumb Up
130632,Sliding Two Fingers Up
84070,Thumb Up
23556,Thumb Up
9845,Swiping Right
127549,No gesture
31016,Doing other things
109929,Swiping Left
37369,Doing other things
123785,Stop Sign
83636,Doing other things
118039,Doing other things
139202,Sliding Two Fingers Up
19091,Doing other things
113573,Sliding Two Fingers Down
39097,Sliding Two Fingers Down
27422,Swiping Left
47863,Doing other things
50590,Doing other things
52171,Thumb Up
117868,Sliding Two Fingers Down
70429,No gesture
41933,Swiping Left
80300,No gesture
125584,Thumb Up
139548,Swiping Right
9855,Doing other things
126538,Turning Hand Clockwise
129160,Stop Sign
71591,Swiping Left
37340,Swiping Left
23665,Swiping Left
47325,Sliding Two Fingers Up
22188,Swiping Left
104633,No gesture
33761,Doing other things
115125,No gesture
128447,Doing other things
69499,No gesture
62821,Swiping Left
5577,Thumb Up
58199,Sliding Two Fingers Up
89407,No gesture
31216,Thumb Up
93826,Sliding Two Fingers Up
19363,Stop Sign
3280,Doing other things
3172,Sliding Two Fingers Down
77518,Thumb Up
43720,No gesture
63542,Sliding Two Fingers Down
4740,No gesture
128148,Stop Sign
43050,Doing other things
36720,Thumb Up
127592,Swiping Right
143211,Swiping Left
128027,Doing other things
45465,Doing other things
40555,No gesture
131548,Doing other things
59592,Doing other things
89521,Doing other things
66658,Swiping Right
63881,Swiping Right
102213,Doing other things
93827,Thumb Up
32193,Sliding Two Fingers Down
68975,Swiping Left
36735,Doing other things
127473,Doing other things
135939,Stop Sign
109915,Doing other things
121269,Doing other things
14849,Thumb Up
30919,Stop Sign
75694,Thumb Up
36691,Sliding Two Fingers Down
43575,Doing other things
73322,Sliding Two Fingers Down
7266,No gesture
109072,Doing other things
67573,Swiping Left
28911,Swiping Right
39393,Doing other things
147340,Doing other things
112079,Sliding Two Fingers Up
47055,Swiping Left
125701,Swiping Right
70460,Turning Hand Clockwise
59289,Thumb Up
135464,Doing other things
67628,Doing other things
108370,Stop Sign
49884,Stop Sign
2009,Swiping Right
88697,Swiping Right
121165,Sliding Two Fingers Up
85798,Stop Sign
102330,Turning Hand Clockwise
52153,Doing other things
113538,Swiping Right
133814,Stop Sign
127663,Doing other things
139267,No gesture
72644,No gesture
88953,No gesture
39619,Turning Hand Clockwise
127093,Sliding Two Fingers Down
76094,Sliding Two Fingers Down
82522,Swiping Left
98321,No gesture
53048,Swiping Left
109672,No gesture
37118,Swiping Left
111841,Sliding Two Fingers Up
76461,Stop Sign
119066,Sliding Two Fingers Up
85908,Turning Hand Clockwise
30164,Doing other things
121636,Sliding Two Fingers Up
9226,Stop Sign
67696,Doing other things
47760,No gesture
98564,Sliding Two Fingers Down
86243,Sliding Two Fingers Down
128070,Doing other things
59088,Swiping Left
35902,Swiping Right
69166,Sliding Two Fingers Down
31528,Thumb Up
9364,Sliding Two Fingers Up
87284,Swiping Right
68774,Swiping Right
129740,Turning Hand Clockwise
118502,Swiping Left
138819,Swiping Left
67609,Stop Sign
125161,Turning Hand Clockwise
8583,Thumb Up
64997,Stop Sign
5894,Doing other things
88172,No gesture
141721,Thumb Up
95885,Sliding Two Fingers Up
46557,Doing other things
126226,Swiping Left
8575,Sliding Two Fingers Up
111304,Stop Sign
48816,Doing other things
73475,Doing other things
53391,Sliding Two Fingers Up
20678,Swiping Right
77060,Doing other things
67351,Doing other things
92051,Swiping Right
114085,Thumb Up
112111,Thumb Up
92831,Stop Sign
61017,No gesture
51012,Sliding Two Fingers Up
138525,Doing other things
2227,No gesture
76241,No gesture
4495,Swiping Right
114363,Doing other things
67860,Doing other things
13621,Sliding Two Fingers Up
8946,Thumb Up
142886,Swiping Left
111570,Stop Sign
48309,No gesture
80945,No gesture
107860,Doing other things
19673,Thumb Up
40381,Sliding Two Fingers Down
112351,Doing other things
2585,Doing other things
121008,Thumb Up
6213,Sliding Two Fingers Up
91050,Thumb Up
17812,Sliding Two Fingers Up
125459,Swiping Right
84550,Turning Hand Clockwise
68677,Thumb Up
111427,Swiping Right
13097,Doing other things
940,Sliding Two Fingers Down
51186,Turning Hand Clockwise
29352,Sliding Two Fingers Down
9030,Doing other things
9734,Sliding Two Fingers Down
16585,No gesture
36609,Doing other things
133692,Swiping Right
21410,Sliding Two Fingers Down
59929,Doing other things
68303,Stop Sign
108651,Doing other things
9085,Swiping Right
56362,Swiping Right
100615,Doing other things
54055,No gesture
30317,Stop Sign
135187,Thumb Up
46207,Turning Hand Clockwise
131282,Doing other things
142948,Swiping Left
19009,Doing other things
3154,Thumb Up
138394,Thumb Up
110902,Sliding Two Fingers Up
125939,Swiping Left
81737,Turning Hand Clockwise
17748,No gesture
10362,Turning Hand Clockwise
133377,Doing other things
76344,Sliding Two Fingers Down
128308,Sliding Two Fingers Up
122362,Sliding Two Fingers Down
86967,Doing other things
62527,Doing other things
141466,Doing other things
128209,Turning Hand Clockwise
20222,Doing other things
74020,Swiping Right
7986,No gesture
23260,Swiping Right
137808,Sliding Two Fingers Down
24172,Sliding Two Fingers Down
138494,No gesture
26003,No gesture
135146,Turning Hand Clockwise
57520,Doing other things
126509,No gesture
